CompteurTemps	Temps	Cx0	Cy0	
67276	605.475	-0.12831	-3.83268	
67277	605.484	-0.12829	-3.83251	
67278	605.493	-0.12829	-3.83251	
67279	605.502	-0.128291	-3.83251	
67280	605.511	-0.128291	-3.83251	
67281	605.52	-0.128206	-3.83241	
67282	605.529	-0.128219	-3.83254	
67283	605.538	-0.128217	-3.83255	
67284	605.547	-0.128215	-3.83255	
67285	605.556	-0.128215	-3.83255	
67286	605.565	-0.12831	-3.83268	
67287	605.574	-0.12829	-3.83251	
67288	605.583	-0.12829	-3.83251	
67289	605.592	-0.128291	-3.83251	
67290	605.601	-0.128292	-3.83251	
67291	605.61	-0.128205	-3.83241	
67292	605.619	-0.128219	-3.83254	
67293	605.628	-0.128217	-3.83255	
67294	605.637	-0.128215	-3.83255	
67295	605.646	-0.128215	-3.83255	
67296	605.655	-0.128311	-3.83268	
67297	605.664	-0.12829	-3.83251	
67298	605.673	-0.12829	-3.83251	
67299	605.682	-0.128291	-3.83251	
67300	605.691	-0.128291	-3.83251	
67301	605.7	-0.128206	-3.83241	
67302	605.709	-0.128219	-3.83254	
67303	605.718	-0.128217	-3.83255	
67304	605.727	-0.128215	-3.83255	
67305	605.736	-0.128215	-3.83255	
67306	605.745	-0.128311	-3.83268	
67307	605.754	-0.12829	-3.83251	
67308	605.763	-0.128291	-3.83251	
67309	605.772	-0.128291	-3.83251	
67310	605.781	-0.128291	-3.83251	
67311	605.79	-0.128205	-3.83241	
67312	605.799	-0.128219	-3.83254	
67313	605.808	-0.128217	-3.83255	
67314	605.817	-0.128215	-3.83255	
67315	605.826	-0.128215	-3.83255	
67316	605.835	-0.128311	-3.83268	
67317	605.844	-0.12829	-3.83251	
67318	605.853	-0.12829	-3.83251	
67319	605.862	-0.128291	-3.83251	
67320	605.871	-0.128291	-3.83251	
67321	605.88	-0.128205	-3.83241	
67322	605.889	-0.128219	-3.83254	
67323	605.898	-0.128217	-3.83255	
67324	605.907	-0.128215	-3.83255	
67325	605.916	-0.128214	-3.83255	
67326	605.925	-0.128311	-3.83268	
67327	605.934	-0.12829	-3.83251	
67328	605.943	-0.12829	-3.83251	
67329	605.952	-0.128291	-3.83251	
67330	605.961	-0.128291	-3.83251	
67331	605.97	-0.128205	-3.83241	
67332	605.979	-0.128219	-3.83254	
67333	605.988	-0.128217	-3.83255	
67334	605.997	-0.128215	-3.83255	
67335	606.006	-0.128215	-3.83255	
67336	606.015	-0.128311	-3.83268	
67337	606.024	-0.12829	-3.83251	
67338	606.033	-0.12829	-3.83251	
67339	606.042	-0.128291	-3.83251	
67340	606.051	-0.128292	-3.83251	
67341	606.06	-0.128205	-3.83241	
67342	606.069	-0.128219	-3.83254	
67343	606.078	-0.128217	-3.83255	
67344	606.087	-0.128215	-3.83255	
67345	606.096	-0.128214	-3.83255	
67346	606.105	-0.128311	-3.83268	
67347	606.114	-0.12829	-3.83251	
67348	606.123	-0.12829	-3.83251	
67349	606.132	-0.128291	-3.83251	
67350	606.141	-0.128291	-3.83251	
67351	606.15	-0.128206	-3.83241	
67352	606.159	-0.128219	-3.83254	
67353	606.168	-0.128217	-3.83255	
67354	606.177	-0.128215	-3.83255	
67355	606.186	-0.128214	-3.83255	
67356	606.195	-0.128311	-3.83268	
67357	606.204	-0.12829	-3.83251	
67358	606.213	-0.12829	-3.83251	
67359	606.222	-0.128291	-3.83251	
67360	606.231	-0.128292	-3.83251	
67361	606.24	-0.128205	-3.83241	
67362	606.249	-0.128219	-3.83254	
67363	606.258	-0.128217	-3.83255	
67364	606.267	-0.128215	-3.83255	
67365	606.276	-0.128215	-3.83255	
67366	606.285	-0.12831	-3.83268	
67367	606.294	-0.12829	-3.83251	
67368	606.303	-0.128291	-3.83251	
67369	606.312	-0.12829	-3.83251	
67370	606.321	-0.128292	-3.83251	
67371	606.33	-0.128205	-3.83241	
67372	606.339	-0.128219	-3.83254	
67373	606.348	-0.128217	-3.83255	
67374	606.357	-0.128215	-3.83255	
67375	606.366	-0.128215	-3.83255	
67376	606.375	-0.128311	-3.83268	
67377	606.384	-0.12829	-3.83251	
67378	606.393	-0.12829	-3.83251	
67379	606.402	-0.128291	-3.83251	
67380	606.411	-0.128291	-3.83251	
67381	606.42	-0.128206	-3.83241	
67382	606.429	-0.128219	-3.83254	
67383	606.438	-0.128217	-3.83255	
67384	606.447	-0.128215	-3.83255	
67385	606.456	-0.128215	-3.83255	
67386	606.465	-0.12831	-3.83268	
67387	606.474	-0.12829	-3.83251	
67388	606.483	-0.12829	-3.83251	
67389	606.492	-0.128291	-3.83251	
67390	606.501	-0.128291	-3.83251	
67391	606.51	-0.128206	-3.83241	
67392	606.519	-0.128219	-3.83254	
67393	606.528	-0.128217	-3.83255	
67394	606.537	-0.128215	-3.83255	
67395	606.546	-0.128214	-3.83255	
67396	606.555	-0.128311	-3.83268	
67397	606.564	-0.12829	-3.83251	
67398	606.573	-0.12829	-3.83251	
67399	606.582	-0.128291	-3.83251	
67400	606.591	-0.128291	-3.83251	
67401	606.6	-0.128206	-3.83241	
67402	606.609	-0.128219	-3.83254	
67403	606.618	-0.128217	-3.83255	
67404	606.627	-0.128215	-3.83255	
67405	606.636	-0.128215	-3.83255	
67406	606.645	-0.12831	-3.83268	
67407	606.654	-0.12829	-3.83251	
67408	606.663	-0.12829	-3.83251	
67409	606.672	-0.128291	-3.83251	
67410	606.681	-0.128291	-3.83251	
67411	606.69	-0.128206	-3.83241	
67412	606.699	-0.128219	-3.83254	
67413	606.708	-0.128216	-3.83255	
67414	606.717	-0.128215	-3.83255	
67415	606.726	-0.128214	-3.83255	
67416	606.735	-0.128311	-3.83268	
67417	606.744	-0.12829	-3.83251	
67418	606.753	-0.12829	-3.83251	
67419	606.762	-0.128291	-3.83251	
67420	606.771	-0.128292	-3.83251	
67421	606.78	-0.128206	-3.83241	
67422	606.789	-0.128219	-3.83254	
67423	606.798	-0.128217	-3.83255	
67424	606.807	-0.128215	-3.83255	
67425	606.816	-0.128215	-3.83255	
67426	606.825	-0.128311	-3.83268	
67427	606.834	-0.12829	-3.83251	
67428	606.843	-0.12829	-3.83251	
67429	606.852	-0.128291	-3.83251	
67430	606.861	-0.128291	-3.83251	
67431	606.87	-0.128206	-3.83241	
67432	606.879	-0.128219	-3.83254	
67433	606.888	-0.128217	-3.83255	
67434	606.897	-0.128215	-3.83255	
67435	606.906	-0.128215	-3.83255	
67436	606.915	-0.12831	-3.83268	
67437	606.924	-0.12829	-3.83251	
67438	606.933	-0.12829	-3.83251	
67439	606.942	-0.128291	-3.83251	
67440	606.951	-0.128291	-3.83251	
67441	606.96	-0.128205	-3.83241	
67442	606.969	-0.128219	-3.83254	
67443	606.978	-0.128217	-3.83255	
67444	606.987	-0.128215	-3.83255	
67445	606.996	-0.128215	-3.83255	
67446	607.005	-0.128311	-3.83268	
67447	607.014	-0.12829	-3.83251	
67448	607.023	-0.12829	-3.83251	
67449	607.032	-0.128291	-3.83251	
67450	607.041	-0.128291	-3.83251	
67451	607.05	-0.128206	-3.83241	
67452	607.059	-0.128219	-3.83254	
67453	607.068	-0.128216	-3.83255	
67454	607.077	-0.128215	-3.83255	
67455	607.086	-0.128215	-3.83255	
67456	607.095	-0.12831	-3.83268	
67457	607.104	-0.128291	-3.83251	
67458	607.113	-0.12829	-3.83251	
67459	607.122	-0.128291	-3.83251	
67460	607.131	-0.128291	-3.83251	
67461	607.14	-0.128206	-3.83241	
67462	607.149	-0.128219	-3.83254	
67463	607.158	-0.128216	-3.83255	
67464	607.167	-0.128216	-3.83255	
67465	607.176	-0.128214	-3.83255	
67466	607.185	-0.12831	-3.83268	
67467	607.194	-0.12829	-3.83251	
67468	607.203	-0.12829	-3.83251	
67469	607.212	-0.128291	-3.83251	
67470	607.221	-0.128291	-3.83251	
67471	607.23	-0.128205	-3.83241	
67472	607.239	-0.128219	-3.83254	
67473	607.248	-0.128217	-3.83255	
67474	607.257	-0.128215	-3.83255	
67475	607.266	-0.128215	-3.83255	
67476	607.275	-0.12831	-3.83268	
67477	607.284	-0.12829	-3.83251	
67478	607.293	-0.12829	-3.83251	
67479	607.302	-0.128291	-3.83251	
67480	607.311	-0.128292	-3.83251	
67481	607.32	-0.128205	-3.83241	
67482	607.329	-0.128219	-3.83254	
67483	607.338	-0.128217	-3.83255	
67484	607.347	-0.128215	-3.83255	
67485	607.356	-0.128214	-3.83255	
67486	607.365	-0.12831	-3.83268	
67487	607.374	-0.12829	-3.83251	
67488	607.383	-0.12829	-3.83251	
67489	607.392	-0.128291	-3.83251	
67490	607.401	-0.128291	-3.83251	
67491	607.41	-0.128206	-3.83241	
67492	607.419	-0.128219	-3.83254	
67493	607.428	-0.128216	-3.83255	
67494	607.437	-0.128216	-3.83255	
67495	607.446	-0.128214	-3.83255	
67496	607.455	-0.128311	-3.83268	
67497	607.464	-0.12829	-3.83251	
67498	607.473	-0.128291	-3.83251	
67499	607.482	-0.128291	-3.83251	
67500	607.491	-0.128291	-3.83251	
67501	607.5	-0.128206	-3.83241	
67502	607.509	-0.128219	-3.83254	
67503	607.518	-0.128216	-3.83255	
67504	607.527	-0.128215	-3.83255	
67505	607.536	-0.128215	-3.83255	
67506	607.545	-0.128311	-3.83268	
67507	607.554	-0.12829	-3.83251	
67508	607.563	-0.12829	-3.83251	
67509	607.572	-0.128291	-3.83251	
67510	607.581	-0.128291	-3.83251	
67511	607.59	-0.128206	-3.83241	
67512	607.599	-0.128219	-3.83254	
67513	607.608	-0.128217	-3.83255	
67514	607.617	-0.128215	-3.83255	
67515	607.626	-0.128215	-3.83255	
67516	607.635	-0.12831	-3.83268	
67517	607.644	-0.128291	-3.83251	
67518	607.653	-0.12829	-3.83251	
67519	607.662	-0.128291	-3.83251	
67520	607.671	-0.128291	-3.83251	
67521	607.68	-0.128206	-3.83241	
67522	607.689	-0.128219	-3.83254	
67523	607.698	-0.128217	-3.83255	
67524	607.707	-0.128215	-3.83255	
67525	607.716	-0.128214	-3.83255	
67526	607.725	-0.128311	-3.83268	
67527	607.734	-0.12829	-3.83251	
67528	607.743	-0.12829	-3.83251	
67529	607.752	-0.128291	-3.83251	
67530	607.761	-0.128291	-3.83251	
67531	607.77	-0.128206	-3.83241	
67532	607.779	-0.128219	-3.83254	
67533	607.788	-0.128217	-3.83255	
67534	607.797	-0.128215	-3.83255	
67535	607.806	-0.128215	-3.83255	
67536	607.815	-0.12831	-3.83268	
67537	607.824	-0.12829	-3.83251	
67538	607.833	-0.12829	-3.83251	
67539	607.842	-0.128291	-3.83251	
67540	607.851	-0.128291	-3.83251	
67541	607.86	-0.128206	-3.83241	
67542	607.869	-0.128219	-3.83254	
67543	607.878	-0.128217	-3.83255	
67544	607.887	-0.128215	-3.83255	
67545	607.896	-0.128215	-3.83255	
67546	607.905	-0.128311	-3.83268	
67547	607.914	-0.12829	-3.83251	
67548	607.923	-0.128291	-3.83251	
67549	607.932	-0.128291	-3.83251	
67550	607.941	-0.128291	-3.83251	
67551	607.95	-0.128205	-3.83241	
67552	607.959	-0.128219	-3.83254	
67553	607.968	-0.128217	-3.83255	
67554	607.977	-0.128215	-3.83255	
67555	607.986	-0.128215	-3.83255	
67556	607.995	-0.128311	-3.83268	
67557	608.004	-0.12829	-3.83251	
67558	608.013	-0.128291	-3.83251	
67559	608.022	-0.128291	-3.83251	
67560	608.031	-0.128291	-3.83251	
67561	608.04	-0.128206	-3.83241	
67562	608.049	-0.128219	-3.83254	
67563	608.058	-0.128217	-3.83255	
67564	608.067	-0.128215	-3.83255	
67565	608.076	-0.128215	-3.83255	
67566	608.085	-0.128311	-3.83268	
67567	608.094	-0.12829	-3.83251	
67568	608.103	-0.12829	-3.83251	
67569	608.112	-0.128291	-3.83251	
67570	608.121	-0.128291	-3.83251	
67571	608.13	-0.128205	-3.83241	
67572	608.139	-0.128219	-3.83254	
67573	608.148	-0.128217	-3.83255	
67574	608.157	-0.128215	-3.83255	
67575	608.166	-0.128215	-3.83255	
67576	608.175	-0.128311	-3.83268	
67577	608.184	-0.12829	-3.83251	
67578	608.193	-0.12829	-3.83251	
67579	608.202	-0.128291	-3.83251	
67580	608.211	-0.128291	-3.83251	
67581	608.22	-0.128206	-3.83241	
67582	608.229	-0.128218	-3.83254	
67583	608.238	-0.128217	-3.83255	
67584	608.247	-0.128216	-3.83255	
67585	608.256	-0.128214	-3.83255	
67586	608.265	-0.128311	-3.83268	
67587	608.274	-0.12829	-3.83251	
67588	608.283	-0.12829	-3.83251	
67589	608.292	-0.128291	-3.83251	
67590	608.301	-0.128291	-3.83251	
67591	608.31	-0.128205	-3.83241	
67592	608.319	-0.128219	-3.83254	
67593	608.328	-0.128217	-3.83255	
67594	608.337	-0.128215	-3.83255	
67595	608.346	-0.128214	-3.83255	
67596	608.355	-0.128311	-3.83268	
67597	608.364	-0.12829	-3.83251	
67598	608.373	-0.12829	-3.83251	
67599	608.382	-0.128291	-3.83251	
67600	608.391	-0.128291	-3.83251	
67601	608.4	-0.128206	-3.83241	
67602	608.409	-0.128219	-3.83254	
67603	608.418	-0.128217	-3.83255	
67604	608.427	-0.128215	-3.83255	
67605	608.436	-0.128214	-3.83255	
67606	608.445	-0.128311	-3.83268	
67607	608.454	-0.12829	-3.83251	
67608	608.463	-0.12829	-3.83251	
67609	608.472	-0.128291	-3.83251	
67610	608.481	-0.128292	-3.83251	
67611	608.49	-0.128206	-3.83241	
67612	608.499	-0.128219	-3.83254	
67613	608.508	-0.128217	-3.83255	
67614	608.517	-0.128216	-3.83255	
67615	608.526	-0.128214	-3.83255	
67616	608.535	-0.12831	-3.83268	
67617	608.544	-0.12829	-3.83251	
67618	608.553	-0.12829	-3.83251	
67619	608.562	-0.128291	-3.83251	
67620	608.571	-0.128291	-3.83251	
67621	608.58	-0.128206	-3.83241	
67622	608.589	-0.128219	-3.83254	
67623	608.598	-0.128217	-3.83255	
67624	608.607	-0.128215	-3.83255	
67625	608.616	-0.128214	-3.83255	
67626	608.625	-0.12831	-3.83268	
67627	608.634	-0.128291	-3.83251	
67628	608.643	-0.12829	-3.83251	
67629	608.652	-0.128291	-3.83251	
67630	608.661	-0.128292	-3.83251	
67631	608.67	-0.128206	-3.83241	
67632	608.679	-0.128219	-3.83254	
67633	608.688	-0.128216	-3.83255	
67634	608.697	-0.128215	-3.83255	
67635	608.706	-0.128215	-3.83255	
67636	608.715	-0.12831	-3.83268	
67637	608.724	-0.12829	-3.83251	
67638	608.733	-0.12829	-3.83251	
67639	608.742	-0.128291	-3.83251	
67640	608.751	-0.128291	-3.83251	
67641	608.76	-0.128206	-3.83241	
67642	608.769	-0.128219	-3.83254	
67643	608.778	-0.128217	-3.83255	
67644	608.787	-0.128215	-3.83255	
67645	608.796	-0.128214	-3.83255	
67646	608.805	-0.128311	-3.83268	
67647	608.814	-0.12829	-3.83251	
67648	608.823	-0.12829	-3.83251	
67649	608.832	-0.128291	-3.83251	
67650	608.841	-0.128291	-3.83251	
67651	608.85	-0.128206	-3.83241	
67652	608.859	-0.128219	-3.83254	
67653	608.868	-0.128217	-3.83255	
67654	608.877	-0.128216	-3.83255	
67655	608.886	-0.128214	-3.83255	
67656	608.895	-0.12831	-3.83268	
67657	608.904	-0.12829	-3.83251	
67658	608.913	-0.12829	-3.83251	
67659	608.922	-0.128291	-3.83251	
67660	608.931	-0.128291	-3.83251	
67661	608.94	-0.128206	-3.83241	
67662	608.949	-0.128219	-3.83254	
67663	608.958	-0.128217	-3.83255	
67664	608.967	-0.128215	-3.83255	
67665	608.976	-0.128215	-3.83255	
67666	608.985	-0.12831	-3.83268	
67667	608.994	-0.128291	-3.83251	
67668	609.003	-0.12829	-3.83251	
67669	609.012	-0.128291	-3.83251	
67670	609.021	-0.128292	-3.83251	
67671	609.03	-0.128205	-3.83241	
67672	609.039	-0.128219	-3.83254	
67673	609.048	-0.128217	-3.83255	
67674	609.057	-0.128215	-3.83255	
67675	609.066	-0.128215	-3.83255	
67676	609.075	-0.12831	-3.83268	
67677	609.084	-0.128291	-3.83251	
67678	609.093	-0.12829	-3.83251	
67679	609.102	-0.128291	-3.83251	
67680	609.111	-0.128291	-3.83251	
67681	609.12	-0.128205	-3.83241	
67682	609.129	-0.128219	-3.83254	
67683	609.138	-0.128217	-3.83255	
67684	609.147	-0.128215	-3.83255	
67685	609.156	-0.128214	-3.83255	
67686	609.165	-0.128311	-3.83268	
67687	609.174	-0.128289	-3.83251	
67688	609.183	-0.128291	-3.83251	
67689	609.192	-0.128291	-3.83251	
67690	609.201	-0.128291	-3.83251	
67691	609.21	-0.128205	-3.83241	
67692	609.219	-0.128219	-3.83254	
67693	609.228	-0.128217	-3.83255	
67694	609.237	-0.128215	-3.83255	
67695	609.246	-0.128214	-3.83255	
67696	609.255	-0.128311	-3.83268	
67697	609.264	-0.12829	-3.83251	
67698	609.273	-0.128291	-3.83251	
67699	609.282	-0.128291	-3.83251	
67700	609.291	-0.128291	-3.83251	
67701	609.3	-0.128205	-3.83241	
67702	609.309	-0.128219	-3.83254	
67703	609.318	-0.128217	-3.83255	
67704	609.327	-0.128215	-3.83255	
67705	609.336	-0.128214	-3.83255	
67706	609.345	-0.128311	-3.83268	
67707	609.354	-0.12829	-3.83251	
67708	609.363	-0.12829	-3.83251	
67709	609.372	-0.128291	-3.83251	
67710	609.381	-0.128291	-3.83251	
67711	609.39	-0.128206	-3.83241	
67712	609.399	-0.128219	-3.83254	
67713	609.408	-0.128217	-3.83255	
67714	609.417	-0.128216	-3.83255	
67715	609.426	-0.128214	-3.83255	
67716	609.435	-0.12831	-3.83268	
67717	609.444	-0.12829	-3.83251	
67718	609.453	-0.12829	-3.83251	
67719	609.462	-0.128291	-3.83251	
67720	609.471	-0.128291	-3.83251	
67721	609.48	-0.128205	-3.83241	
67722	609.489	-0.128219	-3.83254	
67723	609.498	-0.128217	-3.83255	
67724	609.507	-0.128215	-3.83255	
67725	609.516	-0.128215	-3.83255	
67726	609.525	-0.12831	-3.83268	
67727	609.534	-0.12829	-3.83251	
67728	609.543	-0.12829	-3.83251	
67729	609.552	-0.128291	-3.83251	
67730	609.561	-0.128291	-3.83251	
67731	609.57	-0.128206	-3.83241	
67732	609.579	-0.128219	-3.83254	
67733	609.588	-0.128217	-3.83255	
67734	609.597	-0.128215	-3.83255	
67735	609.606	-0.128215	-3.83255	
67736	609.615	-0.12831	-3.83268	
67737	609.624	-0.12829	-3.83251	
67738	609.633	-0.12829	-3.83251	
67739	609.642	-0.128291	-3.83251	
67740	609.651	-0.128291	-3.83251	
67741	609.66	-0.128205	-3.83241	
67742	609.669	-0.128219	-3.83254	
67743	609.678	-0.128217	-3.83255	
67744	609.687	-0.128215	-3.83255	
67745	609.696	-0.128215	-3.83255	
67746	609.705	-0.12831	-3.83268	
67747	609.714	-0.12829	-3.83251	
67748	609.723	-0.128291	-3.83251	
67749	609.732	-0.128291	-3.83251	
67750	609.741	-0.128291	-3.83251	
67751	609.75	-0.128206	-3.83241	
67752	609.759	-0.128219	-3.83254	
67753	609.768	-0.128217	-3.83255	
67754	609.777	-0.128215	-3.83255	
67755	609.786	-0.128215	-3.83255	
67756	609.795	-0.12831	-3.83268	
67757	609.804	-0.128291	-3.83251	
67758	609.813	-0.12829	-3.83251	
67759	609.822	-0.12829	-3.83251	
67760	609.831	-0.128292	-3.83251	
67761	609.84	-0.128205	-3.83241	
67762	609.849	-0.128219	-3.83254	
67763	609.858	-0.128217	-3.83255	
67764	609.867	-0.128215	-3.83255	
67765	609.876	-0.128214	-3.83255	
67766	609.885	-0.128311	-3.83268	
67767	609.894	-0.12829	-3.83251	
67768	609.903	-0.12829	-3.83251	
67769	609.912	-0.128291	-3.83251	
67770	609.921	-0.128292	-3.83251	
67771	609.93	-0.128205	-3.83241	
67772	609.939	-0.128219	-3.83254	
67773	609.948	-0.128217	-3.83255	
67774	609.957	-0.128215	-3.83255	
67775	609.966	-0.128215	-3.83255	
67776	609.975	-0.12831	-3.83268	
67777	609.984	-0.12829	-3.83251	
67778	609.993	-0.12829	-3.83251	
67779	610.002	-0.128291	-3.83251	
67780	610.011	-0.128291	-3.83251	
67781	610.02	-0.128206	-3.83241	
67782	610.029	-0.128219	-3.83254	
67783	610.038	-0.128217	-3.83255	
67784	610.047	-0.128215	-3.83255	
67785	610.056	-0.128215	-3.83255	
67786	610.065	-0.12831	-3.83268	
67787	610.074	-0.128291	-3.83251	
67788	610.083	-0.12829	-3.83251	
67789	610.092	-0.128291	-3.83251	
67790	610.101	-0.128291	-3.83251	
67791	610.11	-0.128206	-3.83241	
67792	610.119	-0.128219	-3.83254	
67793	610.128	-0.128217	-3.83255	
67794	610.137	-0.128215	-3.83255	
67795	610.146	-0.128214	-3.83255	
67796	610.155	-0.128311	-3.83268	
67797	610.164	-0.12829	-3.83251	
67798	610.173	-0.128291	-3.83251	
67799	610.182	-0.128291	-3.83251	
67800	610.191	-0.128291	-3.83251	
67801	610.2	-0.128205	-3.83241	
67802	610.209	-0.128219	-3.83254	
67803	610.218	-0.128217	-3.83255	
67804	610.227	-0.128215	-3.83255	
67805	610.236	-0.128215	-3.83255	
67806	610.245	-0.12831	-3.83268	
67807	610.254	-0.12829	-3.83251	
67808	610.263	-0.12829	-3.83251	
67809	610.272	-0.128291	-3.83251	
67810	610.281	-0.128291	-3.83251	
67811	610.29	-0.128207	-3.83241	
67812	610.299	-0.128219	-3.83254	
67813	610.308	-0.128217	-3.83255	
67814	610.317	-0.128215	-3.83255	
67815	610.326	-0.128214	-3.83255	
67816	610.335	-0.128311	-3.83268	
67817	610.344	-0.12829	-3.83251	
67818	610.353	-0.12829	-3.83251	
67819	610.362	-0.128291	-3.83251	
67820	610.371	-0.128291	-3.83251	
67821	610.38	-0.128217	-3.83242	
67822	610.389	-0.128219	-3.83254	
67823	610.398	-0.128217	-3.83255	
67824	610.407	-0.128215	-3.83255	
67825	610.416	-0.128215	-3.83255	
67826	610.425	-0.128314	-3.83268	
67827	610.434	-0.128291	-3.83251	
67828	610.443	-0.128291	-3.83251	
67829	610.452	-0.128291	-3.83251	
67830	610.461	-0.128292	-3.83251	
67831	610.47	-0.128208	-3.83241	
67832	610.479	-0.128219	-3.83254	
67833	610.488	-0.128217	-3.83255	
67834	610.497	-0.128216	-3.83255	
67835	610.506	-0.128215	-3.83255	
67836	610.515	-0.128313	-3.83268	
67837	610.524	-0.128291	-3.83251	
67838	610.533	-0.128291	-3.83251	
67839	610.542	-0.128291	-3.83251	
67840	610.551	-0.128292	-3.83251	
67841	610.56	-0.128208	-3.83241	
67842	610.569	-0.128219	-3.83254	
67843	610.578	-0.128217	-3.83255	
67844	610.587	-0.128216	-3.83255	
67845	610.596	-0.128215	-3.83255	
67846	610.605	-0.128312	-3.83268	
67847	610.614	-0.128291	-3.83251	
67848	610.623	-0.128291	-3.83251	
67849	610.632	-0.128291	-3.83251	
67850	610.641	-0.128292	-3.83251	
67851	610.65	-0.128207	-3.83241	
67852	610.659	-0.12822	-3.83254	
67853	610.668	-0.128217	-3.83255	
67854	610.677	-0.128216	-3.83255	
67855	610.686	-0.128215	-3.83255	
67856	610.695	-0.128313	-3.83268	
67857	610.704	-0.128291	-3.83251	
67858	610.713	-0.128291	-3.83251	
67859	610.722	-0.128292	-3.83251	
67860	610.731	-0.128292	-3.83251	
67861	610.74	-0.128207	-3.83241	
67862	610.749	-0.12822	-3.83254	
67863	610.758	-0.128217	-3.83255	
67864	610.767	-0.128216	-3.83255	
67865	610.776	-0.128215	-3.83255	
67866	610.785	-0.128312	-3.83268	
67867	610.794	-0.128291	-3.83251	
67868	610.803	-0.128291	-3.83251	
67869	610.812	-0.128292	-3.83251	
67870	610.821	-0.128292	-3.83251	
67871	610.83	-0.128206	-3.83241	
67872	610.839	-0.128219	-3.83254	
67873	610.848	-0.128217	-3.83255	
67874	610.857	-0.128216	-3.83255	
67875	610.866	-0.128215	-3.83255	
67876	610.875	-0.128311	-3.83268	
67877	610.884	-0.128292	-3.83251	
67878	610.893	-0.128291	-3.83251	
67879	610.902	-0.128292	-3.83251	
67880	610.911	-0.128292	-3.83251	
67881	610.92	-0.128207	-3.83241	
67882	610.929	-0.12822	-3.83254	
67883	610.938	-0.128217	-3.83255	
67884	610.947	-0.128216	-3.83255	
67885	610.956	-0.128215	-3.83255	
67886	610.965	-0.128312	-3.83268	
67887	610.974	-0.128291	-3.83251	
67888	610.983	-0.128291	-3.83251	
67889	610.992	-0.128292	-3.83251	
67890	611.001	-0.128292	-3.83251	
67891	611.01	-0.128206	-3.83241	
67892	611.019	-0.128219	-3.83254	
67893	611.028	-0.128218	-3.83255	
67894	611.037	-0.128216	-3.83255	
67895	611.046	-0.128215	-3.83255	
67896	611.055	-0.128311	-3.83268	
67897	611.064	-0.128291	-3.83251	
67898	611.073	-0.128291	-3.83251	
67899	611.082	-0.128292	-3.83251	
67900	611.091	-0.128292	-3.83251	
67901	611.1	-0.128206	-3.83241	
67902	611.109	-0.128219	-3.83254	
67903	611.118	-0.128217	-3.83255	
67904	611.127	-0.128216	-3.83255	
67905	611.136	-0.128215	-3.83255	
67906	611.145	-0.128312	-3.83268	
67907	611.154	-0.128291	-3.83251	
67908	611.163	-0.128291	-3.83251	
67909	611.172	-0.128292	-3.83251	
67910	611.181	-0.128292	-3.83251	
67911	611.19	-0.128206	-3.83241	
67912	611.199	-0.128219	-3.83254	
67913	611.208	-0.128217	-3.83255	
67914	611.217	-0.128216	-3.83255	
